,HTAG,Date,WHH,FTHG,WHA,IWA,LBD,AwayTeam,IWD,HTHG,WHD,FTR,FTAG,Div,IWH,HTR,LBH,LBA,HomeTeam,SeasonDate
5780,1,04/11/06,3.6,1,1.9,1.9,3.2,Barcelona,3,0,3.1,D,1,SP1,4,A,4.33,1.73,La Coruna,2006
5781,0,04/11/06,1.9,2,3.6,3.6,3.2,Sociedad,3,1,3.1,H,0,SP1,2,H,1.8,4,Levante,2006
5782,0,04/11/06,2.37,0,2.62,2.6,3.2,Ath Madrid,3,0,3.1,D,0,SP1,2.6,D,2.38,2.6,Mallorca,2006
5783,0,05/11/06,2.1,0,3.1,3.7,3.2,Santander,2.9,0,3.1,D,0,SP1,2,D,2.1,3,Ath Bilbao,2006
5784,1,05/11/06,3.3,1,2,2,3.2,Valencia,3,1,3.1,D,1,SP1,3.6,D,3.2,2,Espanol,2006
5785,1,05/11/06,1.36,1,8,8.5,4,Celta,4.4,1,3.75,A,2,SP1,1.3,D,1.33,8,Real Madrid,2006
5786,1,05/11/06,1.8,2,4,4,3.2,Gimnastic,3.1,1,3.1,H,1,SP1,1.85,D,1.8,4,Recreativo,2006
5787,0,05/11/06,1.44,2,6.5,6.3,3.6,Osasuna,3.5,0,3.6,H,0,SP1,1.5,D,1.44,6.5,Sevilla,2006
5788,1,05/11/06,1.66,3,4.5,4.7,3.3,Betis,3.4,1,3.3,H,2,SP1,1.65,D,1.67,4.5,Villarreal,2006
5789,0,05/11/06,1.9,3,3.6,4.2,3.2,Getafe,3,1,3.1,H,1,SP1,1.85,H,1.73,4.33,Zaragoza,2006
5790,1,11/11/06,2.1,3,3.1,3.2,3,Villarreal,2.9,2,3.1,H,1,SP1,2.2,H,2,3.5,Ath Madrid,2006
5791,0,11/11/06,1.44,1,6.5,7,3.75,Ath Bilbao,3.6,1,3.6,D,1,SP1,1.45,H,1.4,7,Valencia,2006
5792,1,12/11/06,1.44,3,6,6.3,3.6,Zaragoza,3.5,1,3.75,H,1,SP1,1.5,D,1.44,6.5,Barcelona,2006
5793,0,12/11/06,2.1,2,3.1,3.4,3.2,Levante,3.1,1,3.1,H,1,SP1,2,H,2,3.2,Betis,2006
5794,0,12/11/06,1.83,1,3.75,4.5,3.2,Recreativo,3.3,0,3.2,A,2,SP1,1.7,D,1.72,4.33,Celta,2006
5795,0,12/11/06,1.95,1,3.5,4,3,Mallorca,3,0,3.1,H,0,SP1,1.9,D,1.83,4,Getafe,2006
5796,0,12/11/06,2.8,0,2.25,2.2,3.2,La Coruna,3,0,3.1,D,0,SP1,3.1,D,2.8,2.2,Gimnastic,2006
5797,3,12/11/06,4.2,1,1.72,1.7,3.2,Real Madrid,3.3,0,3.25,A,4,SP1,4.5,A,4,1.8,Osasuna,2006
5798,0,12/11/06,3.5,0,1.95,2,3.2,Sevilla,3,0,3.1,D,0,SP1,3.6,D,3.5,1.9,Santander,2006
5799,0,12/11/06,2.37,1,2.7,2.8,3.2,Espanol,3,1,3,D,1,SP1,2.4,H,2.37,2.6,Sociedad,2006
5800,0,18/11/06,1.28,3,8.5,10.5,4.5,Santander,4.6,1,4.33,H,1,SP1,1.25,H,1.25,10,Real Madrid,2006
5801,0,18/11/06,2.05,3,3.3,3.1,3.2,Valencia,3,1,3,H,0,SP1,2.2,H,2,3.2,Sevilla,2006
5802,0,19/11/06,2.15,3,3.3,3.2,3,Ath Bilbao,2.9,0,2.8,H,2,SP1,2.2,D,2,3.5,Espanol,2006
5803,0,19/11/06,1.9,0,3.75,3.8,3,Celta,3.1,0,3,A,1,SP1,1.9,D,1.83,4,La Coruna,2006
5804,1,19/11/06,2.5,0,2.5,2.5,3.2,Ath Madrid,3,0,3.1,A,3,SP1,2.7,A,2.5,2.5,Levante,2006
5805,1,19/11/06,5.5,1,1.57,1.55,3.4,Barcelona,3.5,0,3.3,A,4,SP1,5.5,A,6,1.5,Mallorca,2006
5806,0,19/11/06,2.05,2,3.2,3.2,3.2,Osasuna,3.1,1,3.1,H,0,SP1,2.1,H,1.9,3.5,Recreativo,2006
5807,0,19/11/06,2.3,0,2.75,2.9,3.2,Betis,3,0,3.1,D,0,SP1,2.3,D,2.37,2.6,Sociedad,2006
5808,0,19/11/06,1.95,1,3.5,4,3.2,Getafe,3,0,3.1,H,0,SP1,1.9,D,1.8,4,Villarreal,2006
5809,0,19/11/06,1.36,3,8,7.5,3.75,Gimnastic,3.7,0,3.75,H,0,SP1,1.4,D,1.33,9,Zaragoza,2006
5810,1,25/11/06,1.4,1,7,7.5,3.75,Sociedad,3.7,0,3.75,D,1,SP1,1.4,A,1.36,8,Ath Madrid,2006
5811,0,25/11/06,1.36,4,8,7.5,3.75,Villarreal,3.7,1,3.75,H,0,SP1,1.4,H,1.36,8,Barcelona,2006
5812,2,26/11/06,3.2,1,2.05,2.1,3.2,Sevilla,3,0,3.1,A,3,SP1,3.3,A,3.2,2,Ath Bilbao,2006
5813,0,26/11/06,2,1,3.4,3.6,3.2,Espanol,3,1,3,D,1,SP1,2,H,1.83,3.75,Betis,2006
5814,1,26/11/06,2.37,1,2.62,2.8,3.2,Zaragoza,3.1,0,3.1,D,1,SP1,2.3,A,2.37,2.6,Celta,2006
5815,0,26/11/06,1.72,0,4.5,4.3,3.2,Levante,3.2,0,3.1,D,0,SP1,1.75,D,1.72,4.33,Getafe,2006
5816,0,26/11/06,2.4,2,2.6,2.7,3.2,Mallorca,3,1,3.1,A,3,SP1,2.5,H,2.6,2.37,Gimnastic,2006
5817,1,26/11/06,2.4,4,2.6,2.7,3,La Coruna,3,2,3.1,H,1,SP1,2.5,H,2.37,2.75,Osasuna,2006
5818,1,26/11/06,2.25,4,2.8,3.2,3.2,Recreativo,2.9,3,3.1,H,3,SP1,2.2,H,2.1,3,Santander,2006
5819,0,26/11/06,2.7,0,2.37,2.5,3.2,Real Madrid,3,0,3,A,1,SP1,2.7,D,2.5,2.5,Valencia,2006
5820,1,02/12/06,2.7,0,2.37,2.5,3,Ath Madrid,3,0,3,A,1,SP1,2.7,A,2.37,2.75,Betis,2006
5821,1,02/12/06,7,1,1.4,1.45,4,Barcelona,3.7,0,3.75,D,1,SP1,6.5,A,8,1.33,Levante,2006
5822,0,02/12/06,2.87,2,2.25,2.2,3.2,Valencia,3,1,3,H,0,SP1,3.1,H,2.8,2.2,Recreativo,2006
5823,1,03/12/06,3.2,2,2.1,2.1,3,Sevilla,3,0,3,H,1,SP1,3.3,A,3.2,2.1,Espanol,2006
5824,0,03/12/06,1.8,0,4,4.2,3.2,Santander,3.1,0,3.1,D,0,SP1,1.8,D,1.8,4,La Coruna,2006
5825,0,03/12/06,2.25,2,2.8,2.8,3,Celta,3,1,3.1,D,2,SP1,2.4,H,2.25,2.87,Mallorca,2006
5826,1,03/12/06,1.22,2,10,10,5,Ath Bilbao,4.7,0,4.8,H,1,SP1,1.25,A,1.2,11,Real Madrid,2006
5827,0,03/12/06,2.5,0,2.5,2.8,2.87,Getafe,3,0,3.1,D,0,SP1,2.4,D,2.5,2.62,Sociedad,2006
5828,0,03/12/06,1.44,2,6.5,6.5,3.75,Gimnastic,3.7,2,3.6,H,0,SP1,1.45,H,1.36,8,Villarreal,2006
5829,0,03/12/06,1.5,1,6,5.5,3.6,Osasuna,3.5,1,3.4,A,2,SP1,1.55,H,1.44,6.5,Zaragoza,2006
5830,0,09/12/06,1.16,1,12,12,6,Sociedad,5,0,5.5,H,0,SP1,1.2,D,1.14,12,Barcelona,2006
5831,1,09/12/06,2.37,2,2.7,2.65,3.2,Real Madrid,3.1,1,3,H,1,SP1,2.45,D,2.25,2.75,Sevilla,2006
5832,0,10/12/06,2.37,4,2.62,2.9,3,Recreativo,3,3,3.1,H,2,SP1,2.3,H,2.25,2.88,Ath Bilbao,2006
5833,1,10/12/06,1.61,1,5,4.9,3.25,Espanol,3.3,0,3.3,A,2,SP1,1.65,A,1.62,5,Ath Madrid,2006
5834,0,10/12/06,2.2,1,2.87,2.9,3,Villarreal,3,1,3.1,D,1,SP1,2.3,H,2.25,2.88,Celta,2006
5835,0,10/12/06,1.8,1,4,3.8,3,Betis,3.1,0,3.1,D,1,SP1,1.9,D,1.83,4,Getafe,2006
5836,1,10/12/06,2.37,2,2.62,2.7,3.2,Levante,3,1,3.1,H,1,SP1,2.5,D,2.5,2.5,Gimnastic,2006
5837,0,10/12/06,2.1,3,3.1,3.3,3,Mallorca,3,0,3.1,H,0,SP1,2.1,D,2.1,3.2,Osasuna,2006
5838,0,10/12/06,2.5,0,2.5,2.5,3.2,Zaragoza,3,0,3.1,A,2,SP1,2.7,D,2.6,2.38,Santander,2006
5839,0,10/12/06,1.7,4,4.5,4.3,3.25,La Coruna,3.2,2,3.2,H,0,SP1,1.75,H,1.57,5.5,Valencia,2006
5840,1,16/12/06,1.95,0,3.5,3.4,3.2,Ath Bilbao,3.1,0,3.1,A,2,SP1,2,A,1.9,3.5,La Coruna,2006
5841,0,16/12/06,2.05,1,3.2,3.7,3,Santander,2.9,1,3.1,A,2,SP1,2,H,2.1,3.2,Mallorca,2006
5842,1,16/12/06,2.25,0,2.8,2.9,3,Valencia,3,0,3.1,A,1,SP1,2.3,A,2.37,2.75,Zaragoza,2006
5843,0,17/12/06,1.72,1,4.33,4.4,3.2,Getafe,3,1,3.2,H,0,SP1,1.8,H,1.72,4.33,Ath Madrid,2006
5844,0,17/12/06,3.8,0,1.8,1.9,3.2,Real Madrid,3.1,0,3.25,A,1,SP1,3.8,D,3.75,1.83,Espanol,2006
5845,1,17/12/06,2.4,1,2.6,2.6,3.2,Celta,3,0,3.1,D,1,SP1,2.6,A,2.37,2.6,Levante,2006
5846,2,17/12/06,3.2,1,2.05,2.1,3.2,Sevilla,3.1,1,3.1,A,3,SP1,3.2,A,3.2,2,Recreativo,2006
5847,1,17/12/06,1.9,3,3.6,4,3.3,Gimnastic,3.1,0,3.1,H,2,SP1,1.85,A,1.8,3.75,Sociedad,2006
5848,2,17/12/06,1.8,1,4,4.4,3.2,Osasuna,3,0,3.1,A,4,SP1,1.8,A,1.72,4.33,Villarreal,2006
5849,0,19/12/06,2.62,0,2.3,2.45,3.2,Zaragoza,3.1,0,3.2,D,0,SP1,2.65,D,2.37,2.6,Ath Bilbao,2006
5850,0,19/12/06,1.4,3,7,8,3.75,Mallorca,4,1,3.75,H,1,SP1,1.35,H,1.4,7,Valencia,2006
5851,0,20/12/06,1.61,0,5,4.7,3.3,Sociedad,3.4,0,3.3,D,0,SP1,1.65,D,1.66,4.5,Celta,2006
5852,0,20/12/06,1.83,0,3.75,3.6,3.2,Espanol,3,0,3.2,A,1,SP1,2,D,2.1,3,Getafe,2006
5853,0,20/12/06,2.3,0,2.75,2.6,3.2,Betis,3.1,0,3.1,A,1,SP1,2.5,D,2.5,2.5,Gimnastic,2006
5854,0,20/12/06,1.66,2,4.5,4.5,3.3,Levante,3.3,0,3.3,H,1,SP1,1.7,D,1.66,4.5,Osasuna,2006
5855,1,20/12/06,1.3,0,8.5,10,4.33,Recreativo,4.7,0,4.2,A,3,SP1,1.25,A,1.28,9,Real Madrid,2006
5856,0,20/12/06,2.3,2,2.75,2.8,3.2,Villarreal,3,0,3.1,H,1,SP1,2.4,D,2.25,2.75,Santander,2006
5857,0,20/12/06,1.4,4,7,7,3.75,La Coruna,3.8,1,3.75,H,0,SP1,1.4,H,1.36,8,Sevilla,2006
5858,0,21/12/06,1.4,1,7,6.5,3.75,Ath Madrid,3.7,1,3.75,D,1,SP1,1.45,H,1.4,7,Barcelona,2006
5859,0,06/01/07,1.28,0,9,10,4.5,Gimnastic,4.4,0,4.2,D,0,SP1,1.27,D,1.25,10,Ath Madrid,2006
5860,0,06/01/07,2.5,2,2.5,2.8,3,Osasuna,3.1,1,3.1,H,1,SP1,2.3,H,2.37,2.75,Sociedad,2006
5861,0,06/01/07,2.6,2,2.4,2.55,3.2,Sevilla,3.1,1,3.1,H,1,SP1,2.55,H,2.6,2.37,Zaragoza,2006
5862,0,07/01/07,2.3,1,2.8,2.8,3,Celta,3.1,0,3,H,0,SP1,2.3,D,2.25,2.87,Betis,2006
5863,0,07/01/07,1.95,0,3.5,3.4,3.2,Recreativo,3.1,0,3.1,A,1,SP1,2,D,2,3.2,Espanol,2006
5864,0,07/01/07,4.5,1,1.66,1.85,3.3,Barcelona,3.2,0,3.3,D,1,SP1,3.8,D,4.5,1.66,Getafe,2006
5865,0,07/01/07,4.2,2,1.72,1.9,3.3,Real Madrid,3.1,1,3.25,H,0,SP1,3.8,H,4.5,1.66,La Coruna,2006
5866,0,07/01/07,2.25,2,2.8,3.1,3.2,Santander,3,0,3.1,H,0,SP1,2.2,D,2.37,2.6,Levante,2006
5867,1,07/01/07,2.25,1,2.8,3.3,3.2,Ath Bilbao,3,0,3.1,A,3,SP1,2.1,A,2.25,2.75,Mallorca,2006
5868,0,07/01/07,2.6,0,2.4,2.6,3.2,Valencia,3,0,3.1,A,1,SP1,2.6,D,2.75,2.25,Villarreal,2006
5869,0,13/01/07,5,3,1.57,1.65,3.25,Barcelona,3.3,1,3.5,H,1,SP1,4.9,H,5,1.61,Espanol,2006
5870,0,13/01/07,1.3,3,8.5,8,3.75,Levante,3.8,0,4.2,H,0,SP1,1.37,D,1.36,8,Valencia,2006
5871,0,14/01/07,2.2,0,2.87,3.2,3.2,Villarreal,3.1,0,3.1,A,1,SP1,2.1,D,2.1,3,Ath Bilbao,2006
5872,2,14/01/07,2.5,1,2.5,2.7,3,Ath Madrid,3,0,3.1,A,3,SP1,2.5,A,2.5,2.6,Celta,2006
5873,2,14/01/07,2.62,1,2.5,2.55,2.87,Getafe,3.1,0,2.9,A,3,SP1,2.55,A,2.5,2.62,Gimnastic,2006
5874,1,14/01/07,1.9,5,3.6,3.8,3.2,Betis,3.1,2,3.1,H,1,SP1,1.9,H,1.9,3.5,Osasuna,2006
5875,0,14/01/07,1.66,1,4.5,4.7,3.5,Zaragoza,3.4,1,3.3,H,0,SP1,1.65,H,1.61,4.5,Real Madrid,2006
5876,1,14/01/07,2.1,1,3.1,3,3,La Coruna,3.1,1,3.1,D,1,SP1,2.2,D,2,3.5,Recreativo,2006
5877,0,14/01/07,2,1,3.3,3.1,3.2,Sociedad,3,0,3.1,H,0,SP1,2.2,D,1.9,3.5,Santander,2006
5878,0,14/01/07,1.33,1,8,8,4.33,Mallorca,4,1,4,A,2,SP1,1.35,H,1.28,9,Sevilla,2006
5879,0,20/01/07,1.9,1,3.6,4,3,Osasuna,3.1,0,3.1,H,0,SP1,1.85,D,1.83,4,Ath Madrid,2006
5880,0,20/01/07,2.6,0,2.4,2.4,3.2,Sevilla,3.1,0,3.1,D,0,SP1,2.7,D,2.75,2.25,Villarreal,2006
5881,0,21/01/07,1.14,3,15,14,6,Gimnastic,5.7,1,5.5,H,0,SP1,1.15,H,1.14,12,Barcelona,2006
5882,0,21/01/07,2.15,1,3,3.3,3.2,Santander,3,0,3.1,D,1,SP1,2.1,D,2,3.2,Betis,2006
5883,0,21/01/07,2.05,1,3.1,3.2,3,Celta,3.1,1,3.2,H,0,SP1,2.1,H,1.91,3.75,Getafe,2006
5884,0,21/01/07,2,0,3.2,3.2,3,Espanol,3.1,0,3.2,D,0,SP1,2.1,D,2.2,3,La Coruna,2006
5885,0,21/01/07,2.3,0,2.75,3.1,3.2,Ath Bilbao,3,0,3.1,D,0,SP1,2.2,D,2.25,2.75,Levante,2006
5886,0,21/01/07,4.2,0,1.72,1.8,3.3,Real Madrid,3.2,0,3.25,A,1,SP1,4,D,4.5,1.67,Mallorca,2006
5887,1,21/01/07,3.5,0,1.9,1.9,3.2,Valencia,3.1,0,3.2,A,1,SP1,3.8,A,3.2,2,Sociedad,2006
5888,0,21/01/07,1.8,0,4,4,3.2,Recreativo,3.2,0,3.1,D,0,SP1,1.8,D,1.73,4.33,Zaragoza,2006
5889,0,24/01/07,5,1,1.57,1.65,3.5,Barcelona,3.3,1,3.5,D,1,SP1,4.9,H,5,1.57,Betis,2006
5890,0,27/01/07,1.66,1,4.5,4.5,3.1,Santander,3.3,0,3.3,D,1,SP1,1.7,D,1.66,5,Ath Madrid,2006
5891,0,27/01/07,3.5,1,1.9,2.1,3.2,Real Madrid,3,0,3.2,H,0,SP1,3.3,D,3.5,1.9,Villarreal,2006
5892,0,28/01/07,1.28,3,9,9.5,4,Celta,4.5,1,4.2,H,1,SP1,1.27,H,1.3,9,Barcelona,2006
5893,1,28/01/07,3.3,2,2,2,3.2,Valencia,3.1,1,3.1,H,1,SP1,3.4,D,3.2,2,Betis,2006
5894,0,28/01/07,1.9,2,3.5,4,3.2,Osasuna,3.1,2,3.2,H,0,SP1,1.85,H,1.9,3.5,Getafe,2006
5895,0,28/01/07,2.87,4,2.2,2.2,3.2,Espanol,3.1,4,3.1,H,0,SP1,3,H,3,2.1,Gimnastic,2006
5896,1,28/01/07,3.75,2,1.83,1.85,3.2,Sevilla,3.2,0,3.2,A,4,SP1,3.8,A,4,1.8,Levante,2006
5897,0,28/01/07,2.4,2,2.6,2.8,3,Recreativo,3.1,2,3.1,H,1,SP1,2.3,H,2.5,2.6,Mallorca,2006
5898,1,28/01/07,2.37,0,2.7,3,3,Ath Bilbao,2.9,0,3,A,2,SP1,2.3,A,2.25,2.87,Sociedad,2006
5899,1,28/01/07,1.8,1,4,4,3.2,La Coruna,3.1,0,3.1,D,1,SP1,1.85,A,1.72,4.33,Zaragoza,2006
5900,0,03/02/07,2.3,1,2.75,2.9,3.2,Zaragoza,3,0,3.1,A,2,SP1,2.3,D,2.25,2.75,Espanol,2006
5901,0,03/02/07,1.9,1,3.6,3.8,3.2,Mallorca,3.1,1,3.1,H,0,SP1,1.9,H,1.8,4,La Coruna,2006
5902,0,03/02/07,1.83,3,4,4,3.2,Ath Madrid,3.1,1,3,H,1,SP1,1.85,H,1.8,4,Valencia,2006
5903,1,04/02/07,2.05,1,3.2,3.3,3,Betis,3,0,3.1,A,2,SP1,2.1,A,2,3.5,Ath Bilbao,2006
5904,0,04/02/07,1.61,1,5,4.7,3.3,Gimnastic,3.4,0,3.3,D,1,SP1,1.65,D,1.66,4.5,Celta,2006
5905,0,04/02/07,4.8,0,1.66,1.7,3.1,Barcelona,3.2,0,3.2,D,0,SP1,4.7,D,4.5,1.72,Osasuna,2006
5906,1,04/02/07,1.25,0,10,11,4.33,Levante,4.8,0,4.5,A,1,SP1,1.22,A,1.28,9,Real Madrid,2006
5907,0,04/02/07,2.3,2,2.75,3,3.2,Villarreal,2.9,1,3.1,H,1,SP1,2.3,H,2.2,2.8,Recreativo,2006
5908,0,04/02/07,2.3,1,2.75,2.9,3.2,Getafe,3,1,3.1,H,0,SP1,2.3,H,2.1,3,Santander,2006
5909,0,04/02/07,1.3,0,8,8.5,4.33,Sociedad,4.4,0,4.33,D,0,SP1,1.3,D,1.28,9,Sevilla,2006
5910,0,10/02/07,2.7,0,2.37,2.4,3,Sevilla,2.9,0,3,D,0,SP1,2.9,D,2.75,2.37,Betis,2006
5911,1,10/02/07,3.8,1,1.8,1.85,3.2,Real Madrid,3,1,3.25,A,2,SP1,4.2,D,4.33,1.72,Sociedad,2006
5912,0,11/02/07,1.66,1,4.5,4.5,3.2,Ath Bilbao,3.3,0,3.3,H,0,SP1,1.7,D,1.66,5,Ath Madrid,2006
5913,0,11/02/07,1.22,2,10,8.5,4.5,Santander,4.4,0,4.8,H,0,SP1,1.3,D,1.25,10,Barcelona,2006
5914,1,11/02/07,2.25,0,2.8,3.3,3,Espanol,2.8,0,3.1,A,2,SP1,2.2,A,2.25,2.87,Celta,2006
5915,0,11/02/07,2.75,3,2.3,2.55,3.2,Valencia,3,0,3.1,H,0,SP1,2.65,D,2.6,2.37,Getafe,2006
5916,1,11/02/07,2.6,2,2.4,2.4,3.2,Osasuna,3.1,1,3.1,A,3,SP1,2.7,D,2.5,2.5,Gimnastic,2006
5917,0,11/02/07,2.37,2,2.62,2.55,3.2,Recreativo,3.1,2,3.1,H,1,SP1,2.55,H,2.37,2.6,Levante,2006
5918,0,11/02/07,2.6,2,2.4,2.4,3,Zaragoza,3.1,0,3.1,H,1,SP1,2.7,D,2.75,2.37,Mallorca,2006
5919,1,11/02/07,1.9,0,3.5,3.6,3,La Coruna,3.2,0,3.2,A,2,SP1,1.9,A,1.83,4,Villarreal,2006
5920,0,17/02/07,1.44,0,6.5,5.5,3.6,Betis,3.5,0,3.6,D,0,SP1,1.55,D,1.44,6.5,Real Madrid,2006
5921,0,17/02/07,1.8,1,4,4,3.2,Villarreal,3.1,1,3.1,H,0,SP1,1.85,H,1.72,4.33,Zaragoza,2006
5922,0,18/02/07,2.37,2,2.62,3.1,3.2,Getafe,3,1,3.1,H,0,SP1,2.2,H,2.25,2.75,Ath Bilbao,2006
5923,1,18/02/07,1.9,3,3.6,3.4,3.2,Mallorca,3.1,1,3.1,H,1,SP1,2,D,1.83,3.75,Espanol,2006
5924,0,18/02/07,1.72,0,4.33,4.7,3.3,Levante,3.2,0,3.2,D,0,SP1,1.7,D,1.66,4.5,La Coruna,2006
5925,1,18/02/07,1.8,0,4,4.2,3.3,Celta,3.1,0,3.1,A,1,SP1,1.8,A,1.66,4.5,Osasuna,2006
5926,0,18/02/07,1.8,1,4,4.3,3.2,Sociedad,3.2,0,3.1,H,0,SP1,1.75,D,1.72,4.33,Recreativo,2006
5927,0,18/02/07,1.57,4,5.5,5,3.5,Gimnastic,3.5,0,3.3,H,1,SP1,1.6,D,1.61,4.5,Santander,2006
5928,0,18/02/07,1.83,3,3.75,4,3.2,Ath Madrid,3.1,2,3.2,H,1,SP1,1.85,H,1.8,4,Sevilla,2006
5929,0,18/02/07,2.62,2,2.5,2.5,3.2,Barcelona,3,0,2.9,H,1,SP1,2.7,D,2.6,2.37,Valencia,2006
5930,0,24/02/07,2.6,1,2.6,2.55,3,Real Madrid,3.1,1,2.8,D,1,SP1,2.55,H,2.5,2.6,Ath Madrid,2006
5931,1,24/02/07,2.5,0,2.5,2.6,2.88,La Coruna,3,0,3.1,A,1,SP1,2.6,A,2.5,2.62,Sociedad,2006
5932,0,25/02/07,1.25,3,10,10,4.33,Ath Bilbao,4.4,3,4.5,H,0,SP1,1.27,H,1.29,9,Barcelona,2006
5933,0,25/02/07,1.95,0,3.5,3.4,3,Recreativo,3.1,0,3.1,D,0,SP1,2,D,2,3.5,Betis,2006
5934,0,25/02/07,2.2,2,2.87,3.2,3.2,Santander,2.9,2,3.1,D,2,SP1,2.2,H,2.2,2.8,Celta,2006
5935,0,25/02/07,2.75,0,2.3,2.6,3,Sevilla,3,0,3.1,D,0,SP1,2.6,D,2.88,2.25,Getafe,2006
5936,0,25/02/07,5,1,1.57,1.6,3.5,Valencia,3.4,0,3.5,D,1,SP1,5.2,D,5.5,1.53,Gimnastic,2006
5937,0,25/02/07,2.5,0,2.5,2.5,2.88,Zaragoza,3.1,0,3.1,D,0,SP1,2.6,D,2.5,2.62,Levante,2006
5938,1,25/02/07,2.1,0,3.1,3.2,3.2,Espanol,3.1,0,3.1,A,2,SP1,2.1,A,2.1,3,Osasuna,2006
5939,1,25/02/07,1.9,2,3.6,3.4,3,Mallorca,3.1,1,3.1,H,1,SP1,2,D,1.91,3.75,Villarreal,2006
5940,1,03/03/07,2.37,2,2.62,2.7,3,Barcelona,3,1,3.1,H,1,SP1,2.5,D,2.37,2.75,Sevilla,2006
5941,0,03/03/07,1.36,1,7,7.5,3.75,Celta,3.7,0,4,H,0,SP1,1.4,D,1.4,7,Valencia,2006
5942,1,04/03/07,1.61,0,5,5.2,3.2,Gimnastic,3.4,0,3.3,A,2,SP1,1.6,A,1.72,4.33,Ath Bilbao,2006
5943,0,04/03/07,2,1,3.3,3.6,3.2,Villarreal,3,1,3.1,D,1,SP1,2,H,1.9,3.5,Espanol,2006
5944,0,04/03/07,2,0,3.3,3.6,3,Betis,3,0,3.1,A,1,SP1,2,D,2,3.5,La Coruna,2006
5945,0,04/03/07,2.1,3,3.1,3.3,3.2,Levante,3,0,3.1,H,1,SP1,2.1,D,2.1,3,Mallorca,2006
5946,1,04/03/07,1.57,1,5.5,5.8,3.5,Getafe,3.4,1,3.3,D,1,SP1,1.55,D,1.53,5.5,Real Madrid,2006
5947,0,04/03/07,2.5,1,2.5,2.55,3.2,Ath Madrid,3.1,1,3.1,H,0,SP1,2.55,H,2.37,2.6,Recreativo,2006
5948,0,04/03/07,2,1,3.3,2.8,3,Osasuna,3.1,0,3.1,H,0,SP1,2.3,D,2,3.5,Santander,2006
5949,1,04/03/07,1.44,3,6.5,7,3.6,Sociedad,3.6,0,3.6,H,2,SP1,1.45,A,1.44,6.5,Zaragoza,2006
5950,2,10/03/07,1.8,3,3.8,4.3,3.2,Real Madrid,3.2,2,3.25,D,3,SP1,1.75,D,1.8,4,Barcelona,2006
5951,1,10/03/07,2.37,0,2.7,2.9,3,Villarreal,3,0,3,A,2,SP1,2.3,A,2.25,2.9,Levante,2006
5952,0,11/03/07,1.83,2,4,4.2,2.9,La Coruna,3.1,1,3,H,0,SP1,1.8,H,1.8,4.5,Ath Madrid,2006
5953,1,11/03/07,2.37,1,2.7,2.7,3,Zaragoza,3.1,1,3,D,1,SP1,2.4,D,2.25,2.87,Betis,2006
5954,0,11/03/07,2.25,1,2.8,3.2,3.2,Ath Bilbao,3.1,1,3.1,D,1,SP1,2.1,H,2,3.2,Celta,2006
5955,1,11/03/07,2,1,3.3,3.6,3.2,Recreativo,3,1,3.1,D,1,SP1,2,D,1.9,3.5,Getafe,2006
5956,0,11/03/07,6,1,1.53,1.6,3.4,Sevilla,3.4,0,3.3,H,0,SP1,5.2,D,6,1.5,Gimnastic,2006
5957,0,11/03/07,3.3,1,1.95,2.2,3,Valencia,3,1,3.25,D,1,SP1,3.1,H,3,2.2,Osasuna,2006
5958,1,11/03/07,2.1,1,3.1,3.3,3.2,Espanol,3,1,3.1,D,1,SP1,2.1,D,2.1,3,Santander,2006
5959,1,11/03/07,2.3,3,2.75,2.7,3.2,Mallorca,3.1,2,3.1,H,1,SP1,2.4,H,2.25,2.75,Sociedad,2006
5960,1,17/03/07,2.3,0,2.8,3.2,2.9,Osasuna,2.9,0,3,A,3,SP1,2.2,A,2.25,3,Ath Bilbao,2006
5961,0,17/03/07,2.25,2,2.8,3,2.87,Betis,2.9,2,3.1,H,0,SP1,2.3,H,2.37,2.8,Mallorca,2006
5962,3,17/03/07,5,0,1.61,1.7,3.2,Barcelona,3.3,0,3.3,A,4,SP1,4.5,A,4.33,1.72,Recreativo,2006
5963,1,17/03/07,1.44,0,6.5,7,3.4,Santander,3.6,0,3.6,A,2,SP1,1.45,A,1.5,6,Valencia,2006
5964,1,18/03/07,1.8,1,4,4,3.3,Levante,3.2,1,3.1,D,1,SP1,1.8,D,1.66,4.5,Espanol,2006
5965,0,18/03/07,2.15,1,3,3.2,3,Getafe,2.9,0,3.1,H,0,SP1,2.2,D,2.1,3.2,La Coruna,2006
5966,0,18/03/07,1.28,2,8,10,4.5,Gimnastic,4.4,0,4.5,H,0,SP1,1.27,D,1.28,8,Real Madrid,2006
5967,0,18/03/07,1.36,2,8,7,3.75,Celta,3.6,0,3.75,H,0,SP1,1.45,D,1.36,8,Sevilla,2006
5968,1,18/03/07,1.66,1,4.5,4.5,3.3,Sociedad,3.3,0,3.3,D,1,SP1,1.7,A,1.66,4.5,Villarreal,2006
5969,0,18/03/07,2.1,1,3.1,3.1,3,Ath Madrid,3,1,3.1,H,0,SP1,2.2,H,2.1,3.2,Zaragoza,2006
5970,0,31/03/07,1.28,2,8,8,4.33,La Coruna,4,1,4.5,H,1,SP1,1.35,H,1.28,9,Barcelona,2006
5971,1,31/03/07,2.2,3,3,3.3,3,Villarreal,2.8,1,3,D,3,SP1,2.2,D,2.1,3.2,Betis,2006
